species,nobs,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus,analyzed,NativeStatus
Arigomphus submedianus,1380,1425904,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,yes,
Arilus cristatus,13027,2008593,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Arilus,yes,
Ariolimax buttoni,1093,10047389,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,yes,
Ariolimax columbianus,5655,2294090,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,yes,
Arion intermedius,91,2294097,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,yes,
Arion rufus,1145,2294103,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,yes,
Armadillidium nasatum,1268,2203739,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,no,
Armadillidium vulgare,13684,2203611,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,no,
Armina californica,303,2291819,Animalia,Mollusca,Gastropoda,Nudibranchia,Arminidae,Armina,no,
Arphia conspersa,1349,1710260,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Arphia,yes,
Artemisiospiza nevadensis,27410,8276794,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Artemisiospiza,yes,
Artipus floridanus,72,1186000,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Artipus,yes,
Asbolis capucinus,592,1949331,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Asbolis,yes,
Ascalapha odorata,5105,1775796,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ascalapha,yes,
Asio flammeus,93230,2497295,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,yes,
Asio otus,37370,2497306,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,yes,
Asphaera lustrans,503,1048789,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Asphaera,yes,
Asphondylia auripila,1398,1592824,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Asphondylia,yes,
Aspidoscelis exsanguis,1763,2472457,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,yes,
Aspidoscelis gularis,4526,9013527,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,yes,
Aspidoscelis hyperythra,1184,2472403,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,yes,
Aspidoscelis neomexicana,304,2472483,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,yes,
Aspidoscelis sexlineata,2500,2472425,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,yes,
Aspidoscelis tesselata,770,2472276,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,yes,
Aspidoscelis tigris,8727,8913064,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,yes,
Asterias rubens,1609,7765831,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,no,
Asterocampa celtis,12103,1898416,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa,yes,
Asterocampa clyton,4620,1898431,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa,yes,
Asterocampa leilia,1205,1898414,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa,yes,
Asteromyia carbonifera,863,1595990,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Asteromyia,yes,
Astrometis sertulifera,58,2274230,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,no,
Atalantycha bilineata,911,6067035,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Atalantycha,yes,
Atalopedes campestris,9381,1948826,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Atalopedes,yes,
Athene cunicularia,119540,2497240,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,yes,
Atlides halesus,1741,1923505,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Atlides,yes,
Atomosia puella,395,1655533,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Atomosia,yes,
Atta texana,1359,5035741,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,yes,
Atteva aurea,9780,1830674,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Atteva,yes,
Atypoides riversi,628,4659389,Animalia,Arthropoda,NA,Araneae,Antrodiaetidae,Atypoides,yes,
Augochlora pura,8441,1352791,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,yes,
Augochlorella pomoniella,983,1352577,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,yes,
Aurelia labiata,998,5185432,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,no,
Auriparus flaviceps,428482,2487397,Animalia,Chordata,Aves,Passeriformes,Remizidae,Auriparus,yes,
Automeris io,4878,1866085,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,yes,
Aythya affinis,1237967,2498257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,yes,
Aythya americana,808126,2498263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,yes,
Aythya collaris,1635879,2498264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,yes,
Aythya fuligula,14394,2498261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,yes,
Aythya marila,520991,2498265,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,yes,
Aythya valisineria,519820,2498256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,yes,
Bactra verutana,479,1747740,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Bactra,yes,
Badumna longinqua,228,2142995,Animalia,Arthropoda,NA,Araneae,Desidae,Badumna,yes,
Baeolophus atricristatus,269005,2487919,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,yes,
Baeolophus inornatus,441291,2487905,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,yes,
Baeolophus ridgwayi,64226,2487898,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,yes,
Bagrada hilaris,605,4485918,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Bagrada,yes,Exotic
Balanus glandula,2637,2115706,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,no,
Balclutha rubrostriatus,124,2044163,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Balclutha,yes,
Banasa dimidiata,992,10576855,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa,yes,
Banasa euchlora,990,2078931,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa,yes,
Bartramia longicauda,89051,2481705,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,yes,
Basiaeschna janata,1436,1425286,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Basiaeschna,yes,
Basiliscus vittatus,3040,5221821,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,yes,Exotic
Bassariscus astutus,1561,2433557,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,yes,
Batrachoseps attenuatus,5942,2431750,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,yes,
Batrachoseps major,899,2431763,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,yes,
Batrachoseps nigriventris,1855,2431769,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,yes,
Battus philenor,14344,5141342,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Battus,yes,
Battus polydamas,1594,5141324,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Battus,yes,
Batyle suturalis,353,4292834,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Batyle,yes,
Belocaulus angustipes,531,9807546,Animalia,Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,yes,
Bembix americana,977,7625118,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bembix,yes,
Bicyrtes quadrifasciatus,1627,8357158,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bicyrtes,yes,
Bipalium adventitium,286,5892130,Animalia,Platyhelminthes,NA,Tricladida,Geoplanidae,Bipalium,no,
Bipalium kewense,1389,2502938,Animalia,Platyhelminthes,NA,Tricladida,Geoplanidae,Bipalium,no,
Blarina brevicauda,5464,2435862,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,yes,
Blatta orientalis,554,5151589,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Blatta,yes,
Blepharipoda occidentalis,263,5178601,Animalia,Arthropoda,Malacostraca,Decapoda,Blepharipodidae,Blepharipoda,no,
Bocchoris onychinalis,139,1884012,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Bocchoris,yes,
Boisea rubrolineata,1274,2050243,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea,yes,
Boisea trivittata,5645,2050244,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea,yes,
Bombus affinis,951,1340481,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus auricomus,2289,1340446,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus bimaculatus,10523,1340382,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus borealis,2978,1340373,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus californicus,1269,1340343,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus citrinus,1253,1340312,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus cryptarum,918,5870368,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus fervidus,4399,1340478,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus flavifrons,10119,1340467,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus griseocollis,23750,1340409,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus huntii,4699,1340369,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus impatiens,63756,1340350,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus melanopygus,7145,1340518,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus mixtus,9294,1340485,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus nevadensis,1752,1340439,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus pensylvanicus,13771,1340416,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus perplexus,4557,1340406,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus rufocinctus,5373,1340347,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus sonorus,2184,1340306,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus ternarius,12606,1340516,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus terricola,2098,1340493,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus vagans,9075,1340472,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombus vosnesenskii,8443,1340436,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,yes,
Bombycilla garrulus,114372,2484605,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,yes,
Bombylius major,1418,1670212,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Bombylius,yes,
Bonasa umbellus,289171,2473702,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,yes,
Botaurus lentiginosus,227784,2480911,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,yes,
Bothriocyrtum californicum,192,2163805,Animalia,Arthropoda,NA,Araneae,Halonoproctidae,Bothriocyrtum,yes,
Botrylloides violaceus,800,4354941,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,no,
Botryllus schlosseri,650,5200757,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,no,
Brachygastra mellifica,843,1310047,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Brachygastra,yes,
Brachymesia furcata,1808,1427976,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,yes,
Brachymesia gravida,3915,1427975,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,yes,
Bradybaena similaris,1201,2297154,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Bradybaena,yes,
Branta bernicla,323634,5232446,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,yes,
Branta hutchinsii,370633,5232452,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,yes,
Brechmorhoga mendax,1121,1429354,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brechmorhoga,yes,
Brephidium exilis,4049,1932172,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Brephidium,yes,
Brevoortia tyrannus,1246,5214544,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,no,
Brotogeris chiriri,16932,2479583,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,yes,Exotic
Brotogeris versicolurus,6689,2479582,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,yes,Exotic
Bubo scandiacus,159664,5959143,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,yes,
Bubo virginianus,735414,5959118,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,yes,
Bubulcus ibis,942895,2480830,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,yes,
Bucephala albeola,2446609,2498329,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,yes,
Bucephala clangula,1450990,2498326,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,yes,
Bucephala islandica,188869,2498325,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,yes,
Bulimulus guadalupensis,340,5715627,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Bulimulus,yes,
Bulla gouldiana,227,5189989,Animalia,Mollusca,Gastropoda,Cephalaspidea,Bullidae,Bulla,no,
Buteo albonotatus,61913,2480541,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,yes,
Buteo brachyurus,73335,2480553,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,yes,
Buteo lagopus,308367,2480524,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,yes,
Buteo lineatus,2235389,2480529,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,yes,
Buteo platypterus,559289,2480538,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,yes,
Buteo regalis,112462,2480566,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,yes,
Buteo swainsoni,393016,2480562,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,yes,
Buteogallus anthracinus,81954,2480651,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,yes,
Butorides virescens,1629471,9539567,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,yes,
Caenurgina erechtea,2003,1789193,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caenurgina,yes,
Cairina moschata,113528,9751099,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,yes,Exotic
Calamospiza melanocorys,78842,2491893,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Calamospiza,yes,
Calcarius lapponicus,103808,2491678,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Calcarius,yes,
Calidris alba,663105,2481748,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris alpina,570223,2481759,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris bairdii,137572,2481770,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris canutus,111200,2481765,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris fuscicollis,126418,2481756,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris himantopus,166902,5229400,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris maritima,56148,2481743,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris mauri,419539,2481742,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris melanotos,349410,2481744,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris minutilla,1255438,2481745,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris ptilocnemis,7603,5229395,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Calidris pusilla,522129,2481764,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,yes,
Californiconus californicus,466,6510970,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,no,
Calisoga longitarsis,275,7662310,Animalia,Arthropoda,NA,Araneae,Nemesiidae,Calisoga,yes,
Callicista columella,1897,1929129,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callicista,yes,
Callinectes sapidus,18459,2225646,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,no,
Callipepla californica,612815,5228080,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,yes,Exotic
Callipepla gambelii,301194,5228072,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,yes,Exotic
Callipepla squamata,59190,5228075,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,yes,Exotic
Calliphora vicina,457,1502577,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora,yes,
Callisaurus draconoides,3899,2451459,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Callisaurus,yes,
Calocitta colliei,13547,2482459,Animalia,Chordata,Aves,Passeriformes,Corvidae,Calocitta,yes,Exotic
Calopteryx maculata,23067,5052005,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Calopteryx,yes,
Caloptilia triadicae,258,9942354,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,yes,
Calycomyza malvae,174,1552883,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Calycomyza,yes,
Calycomyza promissa,60,1552885,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Calycomyza,yes,
Calycopis cecrops,3865,1922851,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Calycopis,yes,
Calycopis isobeon,2934,1922865,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Calycopis,yes,
Calypte anna,1858229,2476674,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,yes,
Calypte costae,119999,2476675,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,yes,
Campaea perlata,5883,1978751,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea,yes,
Camponotus americanus,757,5033542,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus castaneus,2140,5034675,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus conspicuus,390,5033660,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus festinatus,442,5034159,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus floridanus,1137,5034679,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus modoc,939,5033683,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus novaeboracensis,670,5033385,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus pennsylvanicus,10958,5034116,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Camponotus texanus,126,5033509,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,yes,
Campylorhynchus brunneicapillus,257228,5231474,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus,yes,
Cancer borealis,12021,2222084,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,no,
Cancer irroratus,16240,2222075,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,no,
Cancer productus,2057,2222079,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,no,
Canis latrans,30495,5219153,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,yes,
Cannaphila insularis,445,1428891,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Cannaphila,yes,
Cantareus apertus,331,4564228,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cantareus,yes,
Cantharis livida,256,5744135,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,yes,
Carabus finitimus,62,7754471,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,yes,
Carabus granulatus,509,1036789,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,yes,
Carabus nemoralis,1824,8056040,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,yes,
Caracara cheriway,340714,2480985,Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,yes,
Carassius auratus,1710,4286942,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,no,
Carausius morosus,152,1411953,Animalia,Arthropoda,Insecta,Phasmida,Phasmatidae,Carausius,yes,
Carcinus maenas,2182,5178595,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,no,
Cardellina canadensis,237709,6091946,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,yes,
Cardellina pusilla,1044654,7341606,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,yes,
Cardinalis sinuatus,145153,2490405,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,yes,
Cardisoma guanhumi,1044,2225832,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Cardisoma,no,
Carduelis carduelis,7565,2494686,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,yes,Exotic
Carphophis amoenus,2469,2457092,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Carphophis,yes,
Cassida rubiginosa,322,4990526,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cassida,yes,
Castor canadensis,16107,2439838,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,yes,
Catharus fuscescens,593109,2490804,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,yes,
Catharus guttatus,1521965,2490810,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,yes,
Catharus minimus,121571,2490826,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,yes,
Catharus ustulatus,1135552,2490821,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,yes,
Catherpes mexicanus,227700,5231430,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Catherpes,yes,
Catocala ilia,1596,1797375,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,yes,
Catocala maestosa,883,9410076,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,yes,
Catocala micronympha,709,1797111,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,yes,
Catocala relicta,1449,1797135,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,yes,
Celastrina ladon,8931,1925922,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,yes,
Celastrina lucia,1972,4300000,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,yes,
Celithemis elisa,6908,1428525,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,yes,
Celithemis eponina,11931,1428517,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,yes,
Celithemis fasciata,2268,1428523,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,yes,
Cenopis pettitana,713,1747196,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,yes,
Centruroides sculpturatus,366,6894244,Animalia,Arthropoda,NA,Scorpiones,Buthidae,Centruroides,yes,
Centruroides vittatus,2438,7455866,Animalia,Arthropoda,NA,Scorpiones,Buthidae,Centruroides,yes,
Cepaea hortensis,282,2294279,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,yes,Exotic
